research;National Research;;;;;;;;;;;;;x
administration;Effective Administration;;;;;;;;;;;;;x
stability;Stability;;;;;;;;;;;;;x
extraction;Extraction;;;;;;;;;;;;;x
expansion;Expansion;;;;;;;;;;;;;x
military_command;Military Command;;;;;;;;;;;;;x
national_defense;National Defense;;;;;;;;;;;;;x
industrialization;Industrialization;;;;;;;;;;;;;x
reform;Reform;;;;;;;;;;;;;x
reaction;Reaction;;;;;;;;;;;;;x
diplomacy;Diplomacy;;;;;;;;;;;;;x
encourage_immigration;Encourage Immigration;;;;;;;;;;;;;x
no_national_objective;undecided;;;;;;;;;;;;;x
dry_mountains;Arid Mountains;;;;;;;;;;;;;x
desert_floodplains;Floodplains;;;;;;;;;;;;;x
dryhills;Arid Hills;;;;;;;;;;;;;x
conscription;Conscription;;;;;;;;;;;;;x
colonial_policy;Colonial Policy;;;;;;;;;;;;;x
mandatory_service;Mandatory Service;;;;;;;;;;;;;x
mandatory_service_desc;Service in the armed forces is done by requirement.;;;;;;;;;;;;;x
four_year_draft;Four Year Draft;;;;;;;;;;;;;x
four_year_draft_desc;A draft systems recruits most young men for the armed forces for four years.;;;;;;;;;;;;;x
two_year_draft;Two Year Draft;;;;;;;;;;;;;x
two_year_draft_desc;A draft systems recruits most young men for the armed forces for two years.;;;;;;;;;;;;;x
one_year_draft;One Year Draft;;;;;;;;;;;;;x
one_year_draft_desc;A draft systems recruits most young men for the armed forces for only one year.;;;;;;;;;;;;;x
no_colonial_policy;No Colonial Policy;;;;;;;;;;;;;x
no_colonial_policy_desc;The state has no specific colonial policy enshrined in law.;;;;;;;;;;;;;x
exploitation;Exploitation;;;;;;;;;;;;;x
exploitation_desc;Laws guarantee that colonial land is parcelled off to powerful metropolian capital sources to be exploited. Natives are largely excluded from capital ownership.\nFor any §Ycolonial province:§! \n  Local RGO Throughput = §G+0.05%§! \n  Local RGO Output = §G+0.05%§! \n  Assimilation Rate = §R-10%§! ;;;;;;;;;;;;;x
self_rule;Self Rule;;;;;;;;;;;;;x
self_rule_desc;Laws guarantee that primitive native polities be respected, their land usage tolerated, and colonial governors are recommended to rely on local intermediaries.\nFor any §Ycolonial province:§! \n  Assimilation Rate = §R-15%§! ;;;;;;;;;;;;;x
settlement;Settlement;;;;;;;;;;;;;x
settlement_desc;Generous settlement laws encourage the large scale transplanation of metropolitian settlers and settlement patterns to the exclusion or eradication of natives.\nFor any §Ycolonial province:§! \n  Local Admin Efficiency = §G+0.05%§! \n  Immigrant Attraction = §G+0.1%§! \n  Assimilation Rate = §G+5%§! ;;;;;;;;;;;;;x
settler_colonization;Settler Colonization;;;;;;;;;;;;;x
native_rebels_name;Independence Rebels;;;;;;;;;;;;;x
native_rebels_desc;Independence rebels are fighting for the expulsion of their colonial overlords, and the independence and autonomy of their lands.;;;;;;;;;;;;;x
native_rebels_title;Independence;;;;;;;;;;;;;x
native_rebels_army;National Guards;;;;;;;;;;;;;x
grand_syndicate;Grand Syndicate;;;;;;;;;;;;;x
pastoral_confederacy;Pastoral Confederacy;;;;;;;;;;;;;x
make_puppet;Make Tributary;;;;;;;;;;;;;
make_puppet_desc;Force a country into subservience to pay regular §Ytribute§W to us.;;;;;;;;;;;;;
make_puppet_short;Make Tributary;;;;;;;;;;;;;
make_puppet_setup;Make another country a §Ytributary§W.;;;;;;;;;;;;;
SATELLITE_OF;§YTributary§W of;;;;;;;;;;;;x
SATELLITE;Tributary;;;;;;;;;;;;;x
SATELLITE_OF_NOCOLOR;Tributary of;;;;;;;;;;;;;x
DECL_WAR_NO_VASSAL;We are not allowed to declare war against §Ytributaries§W or §Ydominions§W;;;;;;;;;;;;;x
TOPBAR_WAR_PLUS;And their tributaries and dominions.\n;;;;;;;;;;;;;x
DIPLOMACY_NEGOTIATE_VASSAL;We are not allowed to negotiate with §YTributaries§W or §YDominions§W;;;;;;;;;;;;;x
DIPLOMACY_NEGOTIATE_WE_VASSAL;We are not allowed to negotiate with countries if we are a §YTributary§W or §YDominion§W;;;;;;;;;;;;;x
POLITICS_SATELLITE;Tributary;;;;;;;;;;;;;x
DIPLO_WE_SATELLITE;We are a tributary of theirs;;;;;;;;;;;;;x
DIPLO_THEY_SATELLITE;They are a tributary of our nation;;;;;;;;;;;;;x
uytophat;Üytophat;;;;;;;;;;;;;x
craftsman_exploit_reenabled;Craftsmen Exploit Reenabled;;;;;;;;;;;;;x
conquest_minuscule_dp;Minuscule Conquest;;;;;;;;;;;;;x
conquest_minuscule_dp_short;Annex $RECIPIENT$;;;;;;;;;;;;;x
conquest_minuscule_dp_setup;Annex $RECIPIENT$;;;;;;;;;;;;;x
conquest_minuscule_dp_desc;Annex a single-state §Ycountry§W with less than 250,000 pops;;;;;;;;;;;;;x
conquest_tiny_dp;Tiny Conquest;;;;;;;;;;;;;x
conquest_tiny_dp_short;Annex $RECIPIENT$;;;;;;;;;;;;;x
conquest_tiny_dp_setup;Annex $RECIPIENT$;;;;;;;;;;;;;x
conquest_tiny_dp_desc;Annex a single-state §Ycountry§W with less than 550,000 pops;;;;;;;;;;;;;x
conquest_low_dp;Lowly Conquest;;;;;;;;;;;;;x
conquest_low_dp_short;Annex $RECIPIENT$;;;;;;;;;;;;;x
conquest_low_dp_setup;Annex $RECIPIENT$;;;;;;;;;;;;;x
conquest_low_dp_desc;Annex a single-state §Ycountry§W with less than 900,000 pops;;;;;;;;;;;;;x
colonial_conquest_minuscule_dp;Establish Minuscule Protectorate;;;;;;;;;;;;;x
colonial_conquest_minuscule_dp_short;Annex $RECIPIENT$;;;;;;;;;;;;;x
colonial_conquest_minuscule_dp_setup;Annex $RECIPIENT$ by establishing a protectorate over them.;;;;;;;;;;;;;x
colonial_conquest_minuscule_dp_desc;Annex a single-state §Yuncivilized country§W with less than 250,000 pops by forcing them to become a protectorate of ours.;;;;;;;;;;;;;x
colonial_conquest_tiny_dp;Establish Tiny Protectorate;;;;;;;;;;;;;x
colonial_conquest_tiny_dp_short;Annex $RECIPIENT$;;;;;;;;;;;;;x
colonial_conquest_tiny_dp_setup;Annex $RECIPIENT$ by establishing a protectorate over them.;;;;;;;;;;;;;x
colonial_conquest_tiny_dp_desc;Annex a single-state §Yuncivilized country§W with less than 550,000 pops by forcing them to become a protectorate of ours.;;;;;;;;;;;;;x
colonial_conquest_low_dp;Establish Lowly Protectorate;;;;;;;;;;;;;x
colonial_conquest_low_dp_short;Annex $RECIPIENT$;;;;;;;;;;;;;x
colonial_conquest_low_dp_setup;Annex $RECIPIENT$ by establishing a protectorate over them.;;;;;;;;;;;;;x
colonial_conquest_low_dp_desc;Annex a single-state §Yuncivilized country§W with less than 900,000 pops by forcing them to become a protectorate of ours.;;;;;;;;;;;;;x
colonial_conquest_low_KF_dp;Establish Lowly Protectorate;;;;;;;;;;;;;x
colonial_conquest_low_KF_dp_short;Annex $RECIPIENT$;;;;;;;;;;;;;x
colonial_conquest_low_KF_dp_setup;Annex $RECIPIENT$ by establishing a protectorate over them.;;;;;;;;;;;;;x
colonial_conquest_low_KF_dp_desc;Annex a single-state §Yuncivilized country§W with less than 900,000 pops by forcing them to become a protectorate of ours.;;;;;;;;;;;;;x
establish_protectorate_casus_belli_1342_dp;Establish Protectorate;;;;;;;;;;;;;x
establish_protectorate_casus_belli_1342_dp_short;Annex $RECIPIENT$;;;;;;;;;;;;;x
establish_protectorate_casus_belli_1342_dp_setup;Annex $RECIPIENT$ by establishing a protectorate over them.;;;;;;;;;;;;;x
establish_protectorate_casus_belli_1342_dp_desc;Annex a single-state §Yuncivilized country§W by forcing them to become a protectorate of ours.;;;;;;;;;;;;;x
establish_protectorate_casus_belli_dp;Establish Protectorate;;;;;;;;;;;;;x
establish_protectorate_casus_belli_dp_short;Annex $RECIPIENT$;;;;;;;;;;;;;x
establish_protectorate_casus_belli_dp_setup;Annex $RECIPIENT$ by establishing a protectorate over them.;;;;;;;;;;;;;x
establish_protectorate_casus_belli_dp_desc;Annex a single-state §Yuncivilized country§W by forcing them to become a protectorate of ours.;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
