Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
secret_police_desc;By an effort to elevate by means of science and reason the state to the authoritarian steward, and manager, of all things, both man and nature, all in the service of the archepiscops of prince, the modern reactionary state became exceedingly efficient in managing society. A proliferation of directives issued by governing authorities and regional governments in Vokonazh at this time are an excellent testimony to this. The segregation of dining areas for state serfs and slaves, the proliferation of secret policing, regularised methods of informing, the quantification of man, nature, industrial and agricultural yields have all left a proliferation of bureaucratic records.;x
womens_suffrage_movement;Wartime CorveÈ;x
womens_suffrage_movement_desc;Around this time, states increasingly began normalising and reducing the impact of the process of mass-mobilisation with the expectation of forced labour on behalf of citizens. War offices and district military authorities were issued with the right to force citizens to work off-hours in state munitions plants, compelling aristocrats to share serfs or slaves with the state. Even states reputed as more ëgentleí began to endorse this practice. In a particularly stark example, the Gaubjan courts ruled in 1344 that those who were not drafted or serving were in fact criminally liable if they failed to answer to the ëlabour draftí at the munitions plant.;x
rhetoric_of_hate;Speciated Exclusion Laws;x
rhetoric_of_hate_desc;It has long been a truth that certain species seem more suitable for certain roles - the quick witted Sapinoids have always excelled as artisans, and the giant Occidental Gigantoids, or the Byotrin, have made fearsome warriors. Around this time, the practice of institutionalizing speciated differences in both occupational employment and military service served to further stratify society, and breed enmity between states of different species. An excellent example of this is a Vafauti directive from 1343, directing the organisation of a battalion of Shagmodt ëwar-slavesí from Qir, to be employed against the Shuknazhi, in hopes that the mountain giants would terrify them.;x
nostalgic_romanticism_desc;The wave of Theocratist speculation also stimulated pure reactionary nostalgia. Rather than challenging the rise of the state with a modernised reactionary, nostalgic romanticism called openly for a barbarous return to the age of the squires, lords, and primitive violence. Gibbalobba, that Dhamapahan adventurer, most famous for his great raid on mount Femooru in the Guth-Gabob, in his later years became a famous writer on these matters, producing a great many quasi-metaphysical tracts on the ësoul of the nationí, as well as dubious histories of the ancient Gashdzii, their emperors, princes, and generals. 
anti_egalitarianism;Meritocratic Elitism;x
anti_egalitarianism_desc;The institutionalism of meritocratic elitism, where the army, church, academy, and conservative circles formed a closed unit wherein a promising youth, with conservative principles could earn a secure role in the bureaucracy or army, served to ossify the structures of the state into a monolithic and secure organ of reaction. In the Vokonazh of the 1350s-70s, the ëconstabularyí, as the forces of reaction had always been known, increasingly came to recruit and induct rural youths of talent, strengthening its capacities and quelling any possibilities of resentment by integrating them into the institutional structure. One such example is Kazzamenes Padud, from rural Pava province, one of the first chiefs of police in Modhag (from 1357) without an aristocratic background. He was of course ennobled, later.;x
phenomenology;Semiotics;x
phenomenology_desc;A true science of significance did not arrive until the 1350s. Mruub Sha-Ibu (not the general, but a relative of a minor line of house Ibu) was the first to formulate a unified doctrine of signs, both natural and unnatural, and an account of the interrelation between the mind and the grasping of the meaning of smoke, a character, and an utterance. His multivolume work ëA systematic investigation into the character of informative processesí (1358) long became the established reference for the concerns of semiotics and significance.;x
hermeneutics;Suppositorics;x
hermeneutics_desc;The flourishing of logical systems in the methodist paradigm eventually bloomed into the metaphysical investigation of reference, and referential utterances. The so-called ëGreen Schoolí, in the Guzzadt Seminary in Gaub developed a remarkable repertoire of forms of reference, and speculative metaphysical consequences.;x
chemical_wood_pulp_process_desc;Wood is composed of cellulose fibres that are cemented together with a substance called lignin. To transform wood into pulp, the fibres must be separated, either by a mechanical or chemical process. This technology helped to saturate the ever growing hunger for paper of the 14th century printing industry.;
social_psychology;Social Repertoires;x
political_science;Action Quantimetrics;x
social_anthropology;Anthropology;x
social_alienation;Gestalt Systems;x
the_revolt_of_the_masses;State-Sympathetic Lifeworlds;x
the_decline_of_the_west_and_the_lost_generation;Proactive Non-Compliance;x
sociology_desc;A concentrated impulse to an autonomous social sciences finally emerged in the mid 1340s, distinct from academic psychology and from social management by the state. Institutions came to define departments, methodologies, and orthodoxies, largely drawing on the Methodist and Naturalist philosophies, opposed to the metaphysical functionalism of the Pazzak circle and his followers.;x
social_psychology_desc;A comprehensive study of folk and social repertoires of behaviour was a key ambition of certain circles of the sociometric milieu. Mozzak Midadazhís famous ëAcculturation and Social Signsí (1347) paved the way for the semioticians, the mirror-theorists, and the later gestalt theory. In the book, he describes his theories of a formation of an inner world through the other, and the proliferation of social rituals in the construction of the actual reality of the individual.;x
political_science_desc;The growth of the social sciences as an autonomous academic institution, rather than a mere tool of social control, ushered in a proliferation of social speculation about choice and crowd behaviour. Drawing on the schools and writings of the behaviour Quantimetricians, the Action Quantimetricians attempted to systemise a total account of behaviour and the motivational systems involved.;x
social_anthropology_desc;The 1340s witnessed, as well as a proliferation of the social sciences, a great enthusiasm for anthropological collection and classification. Melding with notions of civilisational quanta, the famous ëanthropological exhibitionsí of captured bafinoids, azuroids, and giganoids were exhibited to a fascinated Ishahfazhi public, who read as well the proliferation of studies of cranial structures, social and fertility rituals between cultures and peoples, and a general fanatical need to classify, collect, order, and rank the species and cultures of the world.;x
the_revolt_of_the_masses_desc;The proliferation of social-psychological thought in the late 14th century drove a fanatical interest by the state not just to control and manipulate social behaviour, but acculturate subjects into a manner of being that was entirely sympathetic to the state. Midadazhís theories of acculturation were extended by Urunt Betz-Thon, the pioneer of the Gestalt theory, into a belief that patterns of being or subjectivity could be established comprising largely divorced concerns, and that disparate needs and feelings could be synthesized, by clever presentation and acculturation, into a desired experience. The FNB of the N‚gine absolutist state eagerly attempted to mould its soldiers into undesiring killing machines by progressive deprivation of attachment to family supplemented by persistent subliminal exposures to messaging that stated their needs were being acknowledged.;x 
the_decline_of_the_west_and_the_lost_generation_desc;Increased state interest in control of the subjective experience of the subject, and explicit and acknowledged bids to cultivate this drove, as to be expected, a school of cognitive resistance inspired by the antietiologists of Vokonazh in the first quarter of the century. Exhorting the subject to develop ëparallel social networksí and to engage in meaningless acts of destruction, insubordination, and terror, the ënew antietiologistí movement existed as a radical and underground fringe of the N‚gine intelligentsia. Distributed in underground meetings in filthy tenements, or in abandoned soldiers' dugouts, hod-podge, bricolage texts, reprinted in inconsistent and apocryphal collections such as ëthe red and white bookí, and ëthree cheers for my lovely aunt!í became the essential substance matter of the movement;x
decimal_monetary_system_desc;By abolishing non-standardized and strange divisions of the currency like mohaks and thrall-coins, and only having a decimal system such as the one in the Veyethun State (1 Veyethun Tho = 100 v'ath), the everyday usage of money was simplified.;x
hyperinflation_desc;The dramatic pressures of governing a late fourteenth century state often drove desperate politicians to take their countries off the gold standard and issue copious amounts of bills to fund debt, the army, and social services.;x
freedom_of_trade;Market Aggregation;
freedom_of_trade_desc;Market Aggregation;
polypoly_structure;Social-Mercantilist Certifications;x
polypoly_structure_desc;At this point combinations of producers and consumers, in conjunction with the customs offices of the state, developed for efficient means by they could certify legitimate goods at customs and in factory/mercantile inspections, guaranteeing higher quality inputs for producers;x
human_resource_development;Purpose-Bred Workers;;;;;;;;;;;;;x
human_resource_development_desc;The eugenics craze stimulated by the sociomachinic princple encouraged certain states, those who still tollerated anthropic chattel, to allow the purposeful breeding of workers, by selecting certain species, and traits, and raising the offspring entirely with a mind that they would work in a firm, firms managed to equip themselves with anthropic property with a high capital value. In more progressive states, the concern still found a home in biological aptitude testing and species oriented hiring pratices.;;;;;;;;;;;;;x
i_scientific_management_desc;At this point, a coherent science of management emerged. Drawing togther their various antecedents of beatings, bonus-incentives, work-specialisation principles, a management culture developed that involved the scientific study of productivity, motivation, and task-completion quality.;x
oligopoly_structure;By-Product Markets;x
oligopoly_structure_desc;Industrial growth created a demand for nearly every sort of product, including by-products. Coking, for examples, produced tar and ammonia, which were highly prized by the chemicals industry. A consciousness of a by-product market produced additional profits for the plant and stimulated production.;x
monopoly_structure;Thickened Markets;x
monopoly_structure_desc;Industrial growth, improved medicine, and urbanisation stimulated the growth of large, concentrated consumer and producer networks. An avaliability of both inputs and markets encourged continous production, increasing throughput and specialisation.;x
market_structure;Market Structure;;;;;;;;;;;;;x
market_structure_desc;Market Structure;;;;;;;;;;;;;x
government_interventionism;Modern Fiscal Constitution;x
government_interventionism_desc;Modern Fiscal Constitution;x
economic_responsibility;State-Driven Markets;x
economic_responsibility_desc;State-Driven Markets;x
germ_theory;Germ Theory and Experimental Pathology;;;;;;;;;;;;;
germ_theory_desc;The germ theory of disease states that some diseases are caused by microorganisms. These small organisms, too small to see without magnification, invade humans, animals, and other living hosts. Their growth and reproduction within their hosts can cause a disease. The germ theory was proposed in the mid-6th century and gained widespread credence when substantiated by scientific discoveries of the 12th through the late 14th century. It supplanted earlier explanations for disease, such as the Bog-Miasma theory of the Poumnians, who happened to be misguided by the patches of toxic gaseous spore buildup that occured in their fungalised swamplands.;;;;;;;;;;;;;
guild_based_production;Early Factory System;;;;;;;;;;;;;;x
guild_based_production_desc;Early Factory System;;;;;;;;;;;;;;x
working_board_of_directors;Military-Industrial Production Targets;;;;;;;;;;;;;;x
working_board_of_directors_desc;By providing quotas of expected military consumption well in advance of military expansion and indeed usage of materiel during war to large industrial firms, the state aided producers by producing market security and driving secure investments.;;;;;;;;;;;;;;x
bankruptcy_proceedings;Proactive Cartelisation;;;;;;;;;;;;;x
bankruptcy_proceedings_desc;By means of an 'open door' between industry and the political and financial sectors, producers were able to secure favourable laws, and the government was able to secure to stimulation of what were deemed essential industries. By not just granting cartelisation permissions, but proactively mandating them, the government could ensure growth in critical sectors with the consent of the economic elite.;;;;;;;;;;;;;x
anti_trust_laws;Anti-Cartel Laws;;;;;;;;;;;;;x
financial_regulations;Cartelisation Mandates;;;;;;;;;;;;;x
financial_regulations_desc;By granting certain firms permission to organise into market-controlling cartelised groups, industries could be saved from depression and failure.;;;;;;;;;;;;;x
annual_report_proceedings;Imperial Tariff Systems;;;;;;;;;;;;;x
annual_report_proceedings_desc;Efforts by statesmen at this time were oriented around securing markets for excess capital investment, as well as markets for industrial goods and those for raw resources, and organising them into a self-perserving organic system by means of protective tariffs on goods from beyond the imperial system. Empire and Tariff went happily together, subdiving the world into a collection of increasingly autonomous imperial systems.;;;;;;;;;;;;;x
autarky;Ersatz Goods;;;;;;;;;;;;;x
autarky_desc;A mark of a self-sufficient and robust state-economy-complex was the ability to survive market disruptions, blockades, and emargos, especially with regards to military goods. Synthetic oil refineries, driven by economic necessity, were key to this.;;;;;;;;;;;;;x
priming_the_pump_;Demotic War Bonds;;;;;;;;;;;;;x
priming_the_pump__desc;A major hallmark of the modern fiscal state in the 14th century was its ability to raise massive amounts of cash for the purposes of waging unending war. Continous issuing of long-term government bonds to large sections of a marketised public, and the large scale embrace of purchasing these mechanisms by the public, allowed states to raise ever larger sums.;;;;;;;;;;;;;x
mixed_economy;Publicised Sinking Funds;;;;;;;;;;;;;;x
mixed_economy_desc;A major way in which the 14th century state built trust in the financial system was a well-publised sinking fund for debt. This created trust in the government's ability to pay off accumulated debts.;;;;;;;;;;;;;x
centralized_economic_planning;At-Source Tax Collection;;;;;;;;;;;;;x
centralized_economic_planning_desc;Traditional Methods of tax collection: inquisitorial methods and the reliance on trust and lay commisioners slowly gave way in the 14th century, facilitated by the gradual melding of state and industry into a military-industrial complex, into large scale investigation of private incomes at source through the cooperation of industrial firms. This enabled the government to raise even larger revenues and float even larger bonds.;;;;;;;;;;;;;x
import_substitution_industrialization;Economically Informed War-Aims;;;;;;;;;;;;;x
import_substitution_industrialization_desc;In the late 14th century, close collaboration between cartels, the financial sector, and the military officialdom facilitated broad trust by industrial and financial elites in subscribing to and supporting government military intiatives and spending. Especially, the Sha-Shoummid firm was closely involved in Imperial Memoranda on the post-war settlement of the Poumnian N‚gine war, advocating for the total conversion of the peripheral Gashdzii states of Vafaut and Dhamapaha, which were aligned with the N‚g, into a Poumnian friendly 'coal field', and to deprive the N‚gine firms of their access to friendly and nearby coal and iron reserves.;;;;;;;;;;;;;x
expressionism;Modernism;;;;;;;;;;;;;x
expressionism_desc;Modernism;;;;;;;;;;;;;x
mass_culture_n_the_avant_garde;The Imperial Style;;;;;;;;;;;;;x
mass_culture_n_the_avant_garde_desc;The Imperial Style;;;;;;;;;;;;;x
romanticist_literature;Pastoral Odes;;;;;;;;;;;;;x
romanticist_literature_desc;Pastoralism was basically an aesthetical reflection of the liberationist movement, lauding the virtues of the argicultural, free, male community. Pastoralist Literature typically took the form of odes and peans to country life. Particularly notable pastoralist poets were Chyush Goosh-so, Vazzunak Buzfa, and Qip Quam Ghech.;;;;;;;;;;;;;x
romanticist_music;Pastoral Ballads;;;;;;;;;;;;;x
romanticist_music_desc;Pastoralism was basically an aesthetical reflection of the liberationist movement, lauding the virtues of the argicultural, free, male community. High pastoralist music was largely an adapation of folk melodies, set to grand chambers, and performed usually in the Veyethun chamber of deputies. Notable composers were Vyit Gat-so and Mozza Chaptazh.;;;;;;;;;;;;;x
romanticist_art;Pastoralist Art;;;;;;;;;;;;;x
romanticist_desc;Pastoralism was basically an aesthetical reflection of the liberationist movement, lauding the virtues of the argicultural, free, male community. Pastoralist art took the form of typically bucolic scenes, as well as folk-inspired sculpture. Notable figures were Yith Chum-so and Mazzak Padudazh;;;;;;;;;;;;;x
realist_literature;Symbolist Texts;;;;;;;;;;;;;x
realist_literature_desc;Symbolist was a popular art movement in the early part of the 14th century. Connected vaguely to the reactionary movement at the time, it was steeped in mannered echos of tradition, religious imagery, and ancient cultural symbols. Symbolist literature typically took the form of allegorical fables rooted in the mythic past, or long, complex novels echoing annalistic systles, reminsicent of cosmic drama. Notable authors include Wudwou Sha-Mosod, Vyith Gum-so, and Yaukz ApOswieg.;;;;;;;;;;;;;x
realist_art;Symbolist Art;;;;;;;;;;;;;x
realist_art_desc;Symbolist was a popular art movement in the early part of the 14th century. Connected vaguely to the reactionary movement at the time, it was steeped in mannered echos of tradition, religious imagery, and ancient cultural symbols. Symbolist art largely took the form of heroic paintings, depictions of religious visitations, and indefinitely featured figures looming in bewildering landscapes. Notable artists were Owun Sha-Tangpt, Vakt Aptazh, and Gozolobba Ninkazh.;;;;;;;;;;;;;x
realist_music;Symbolist Music;;;;;;;;;;;;;x
realist_music_desc;Symbolist was a popular art movement in the early part of the 14th century. Connected vaguely to the reactionary movement at the time, it was steeped in mannered echos of tradition, religious imagery, and ancient cultural symbols. Symbolist music typically featured cryptic weedling melodies, and achaic revivals of bygone music. Important composers included Shan Sha-Shab, and Gazzamak Mazfag.;;;;;;;;;;;;;x
impressionist_music;Praxiatical Music;;;;;;;;;;;;;x
impressionist_art;Praxiatical Art;;;;;;;;;;;;;x
impressionist_literature;Praxiatical Literature;;;;;;;;;;;;;x
impressionist_literature_desc;The praxiatical movement was largely inspired by functionalist pragmatics and antietiological notions of acausal phenomena. Determined to create unrepresentational and/or meaningless art, the praxiatical movement was, for some years, the enfant terrible of Ishahfazhi art circles. Praxiatical literature attempted to distill an pragmatic essence in literature, and often consisted of alltogether strange texts: unreadable screeds of sounds, oblique and paradoxical, recursive discourses, and tedious, mindless, repetitive novels. Important authors included Shanprak Sha-Gorod, Rau Ben-Tzymon, and Hrid Tzau-Aeum.;;;;;;;;;;;;;x
impressionist_art_desc;The praxiatical movement was largely inspired by functionalist pragmatics and antietiological notions of acausal phenomena. Determined to create unrepresentational and/or meaningless art, the praxiatical movement was, for some years, the enfant terrible of Ishahfazhi art circles. Praxiatical art attempted to distill a sense of colour-as-colour, texture-as-texture, and material-as-object, to disabuse the view of all possible representation notions. This involved both producting highly abstract shapes, as well the typically 'representative' works recontextualised by subtle differences in textures and perspectives. Important artists were Mrid Sha-Vaun, Gomalobba Kafazh, and Guth Kyush-so.;;;;;;;;;;;;;x
impressionist_music_desc;The praxiatical movement was largely inspired by functionalist pragmatics and antietiological notions of acausal phenomena. Determined to create unrepresentational and/or meaningless art, the praxiatical movement was, for some years, the enfant terrible of Ishahfazhi art circles. Praxiatical music attempted to distill an essence of pure, affective sound to overwhelm and reach immediately the passive listener. It consisted mostly of cacaphonics, as well as concordant discordance, and early forays into a-tonal music. Important composers included the great 'de-tuner' Oswid Sha-Mak.;;;;;;;;;;;;;x
expressionist_art;Modernist Art;;;;;;;;;;;;;x
expressionist_art_desc;The Modernist movement was chacterised by commitments to forms guided by use and function, absolutist political attitudes, and a clarification of the principles of praxiaticism. Rather than wanton indulgence in the shocking, the purely pragmatic or praxiatic, the modernist movement attempt to employ functionalist thinking to clarify tradional structures or depiction, representation, and living, leading to an emphasis on purity and abstraction, not a clumsy attempt toward the abstract itself. Modernist art featured thus non-natural colours, aperspectival presentations, and emphasis on shapes and orientations. Notable artists were Kungwu Sha-Tont, Gozbaja Bazzamak, and Thrakunt Betz-On.;;;;;;;;;;;;;x
expressionist_music;Modernist Music;;;;;;;;;;;;;x
expressionist_music_desc;The Modernist movement was chacterised by commitments to forms guided by use and function, absolutist political attitudes, and a clarification of the principles of praxiaticism. Rather than wanton indulgence in the shocking, the purely pragmatic or praxiatic, the modernist movement attempt to employ functionalist thinking to clarify tradional structures or depiction, representation, and living, leading to an emphasis on purity and abstraction, not a clumsy attempt toward the abstract itself. Modernist music featured a dramatic synthesis of traditional tunings, re-tunings, tonal music and atonal music. Important composers included Gyuthu Gog-so, Vophton Ghunngvheb, and Mungt Sha-Man.;;;;;;;;;;;;;x
expressionist_literature;Modernist Literature;;;;;;;;;;;;;x
avantgarde_art;Imperial Style Art;;;;;;;;;;;;;x
avantgarde_art_desc;The rise of a popular imperial culture dramatically changed the consumption and production of art. A broadly literate public, with wealth to read, consume, and be entertained, as well as fiercly patriotic and defensive of imperial wealth, contributed to the formation of what became known as the 'imperial style'. Pleasing, patriotic, sentimental, the cloying 'academic' style of painting and sculpture featured accessible representations of national triumphs, simplified ancient history, and military heroism, which was deeply loved by the wealthy and middle class of empire.;;;;;;;;;;;;;x
avantgarde_music;Imperial Style Music;;;;;;;;;;;;;x
avantgarde_music_desc;The rise of a popular imperial culture dramatically changed the consumption and production of art. A broadly literate public, with wealth to read, consume, and be entertained, as well as fiercly patriotic and defensive of imperial wealth, contributed to the formation of what became known as the 'imperial style'. Imperial style music often took the form of a jolly synthesis of military marches, and the folk music of the imperial periphary, and was typically played in taverns, plebian amphitheaters, racecources, and other areas of excitable recreation.;;;;;;;;;;;;;x
avantgarde_literature;Imperial Style Literature;;;;;;;;;;;;;x
avantgarde_literature_desc;The rise of a popular imperial culture dramatically changed the consumption and production of art. A broadly literate public, with wealth to read, consume, and be entertained, as well as fiercly patriotic and defensive of imperial wealth, contributed to the formation of what became known as the 'imperial style'. A pulp literature of imperial triumps, colonial adventure stories, and lurid tales about the barbarous enemies of the state became popular among the middle classes especially.;;;;;;;;;;;;;x
surrealism;Asietic Art;;;;;;;;;;;;;x
surrealism_desc;The essentialist notion of asietic willing of being, described by JÍjor Yoguth‚hu, birthed a curious art movement at the hight of the imperial epoch. Concluding that works of art, like all things, must will themselves into existence, groups of artists organised themselves around attempting to faciliate 'art creating itself' which involved several systems designed to allow art to create itself, by placing canvases in public places, developing complex systems of wind chimes, etc.;;;;;;;;;;;;;x
modern_design;The Monumental Style;;;;;;;;;;;;;x
modern_design_desc;The wealth of the world, plundered from Kovazh, Bafozh, and the smaller continents faciliated truly a grand and quixotic wave of monument building in the late 14th century. The colossal spherical mausoleum for the desceased Vopudwou Praakungwu IX (r. 1353-1382) and the New Imperial Palace in Vokonazh are typical examples of this - towering above the surrounding countryside, requiring hundreds of thousands of tons of steel and concrete, these archiectural marvels are testament to the power and wealth that belonged to great imperial regimes of this time.;;;;;;;;;;;;;x
jazz;Colonial Art;;;;;;;;;;;;;x
jazz_desc;The large scale settlement of Ishahfazhis in parts of both Bafozh and Kovazh led to a fascination with 'colonial' and 'native' forms of art, both in 'popular' and 'high' cultures. Primitivim in art was well regarded by a certain sort of anthropologically minded elite in the metropole, as well as became the kitchsy trappings of colonial settlements.;;;;;;;;;;;;;x
socialist_realism;Brutalism;;;;;;;;;;;;;x
socialist_realism_desc;Trancending the 'high modernist' style of earlier absolutist architecture, later absolutist styles fused imperial grandure with the form-functionalism of the earlier modernist movement, leading to an impressively grand brutalist synthesis. Particularly excellent examples of this sort of style are the Pan-N‚gine Congress Hall, and the Nozho Civil Directorate Building.;;;;;;;;;;;;;x
expressionist_literature_desc;The Modernist movement was chacterised by commitments to forms guided by use and function, absolutist political attitudes, and a clarification of the principles of praxiaticism. Rather than wanton indulgence in the shocking, the purely pragmatic or praxiatic, the modernist movement attempt to employ functionalist thinking to clarify tradional structures or depiction, representation, and living, leading to an emphasis on purity and abstraction, not a clumsy attempt toward the abstract itself. Modernist literature was decidedly stilted and formal, a sort of academic style veiled in notions of revealing pragmatic expressions in tradional forms. Deeply mannered, it was typically the purview of statist bureaucrats and the Poumnian elite, who maintained their unique ability to maintain a 'high' culture in an increasingly demotic age.;;;;;;;;;;;;;x
late_classical_theory;Third Wave Speculation;x
late_classical_theory_desc;Third Wave Speculation;x
john_elliot_cairnes;Shov Sha-Rushman;x
john_elliot_cairnes_desc;Shov Sha-Rushman was the first one to effectively mathematise economic speculation, developing a number of proposed relationships between variables. As a leading figure in the 'third wave' of economic speculation, he would be a key figure in economic orthodoxy.;x
robert_torrens;Dhofmazhi Zhakd;x
robert_torrens_desc;Dhofmazhi Zhakd was a major correspondent with Shov Sha-Rushman, and a major newspaper man in Gaubja. He was a major populariser of Rushmanian economic thought, as well as a member of the Gaubjan economic reform league.;x
john_stuart_mill;Hwamp Puur;
john_stuart_mill_desc;Hwamp Puur was a major critic of the quickly established orthodoxy of Sha-Rushman's thought. He challenged the notion that economics was representable by a priori methods such as mathematics, and commited himself to a descriptivist and empiricist account of economics.;
collectivist_theory;Operational Theory;x
collectivist_theory_desc;Operational Theory;x
pierre_joseph_proudhon;Dhomak M‚zfa;x
pierre_joseph_proudhon_desc;Dhomak M‚zfa was the first thinker to seriously apply the functionalist philosophy to economic thought, which gave birth to the 'operationist' school of economics. Trade, to some extent, as it did very little beyond move things around, became nearly immaterial to what consisted of 'the economy'. M‚zhfa priortised studying factors of production.;x
karl_marx;Mobauk Mizava;x
karl_marx_desc;Mobauk Mizava was a desciple of Dhomak M‚zfa. He extended M‚zfa's analysis of 'pure growth' to a larger 'thermodynamic' energic system, where he declared the only fit subject of economics was the study of the sun, solar energy, and other heaveny things which appear to produce their own energy.;x
friedrich_engels;B‚zajopt Kushtk;x
friedrich_engels_desc;B‚zajopt Kushkt was the first statist theorist of economics. He suggest that the state take control of all factors of production to ensure proper management, and reduce 'unreal' phenomena like trade distorition created by speculators and retailers.;x
eduard_bernstein;Dimash Kushkt;x
eduard_bernstein_desc;Dimash Kushkt was the brother of the more famous B‚zajopt Kushkt, and a close desciple of his. He studied living conditions in industrial slums in Bagh, and provided his brother with the data that he would use to argue that state control of factors of production would reduce both the suffering of the common man and increase efficiency.;x
sidney_webb;Bida Fovkazh;
sidney_webb_desc;Bida Fovkazh was a factory manager in Jiishan‚g who quickly adopted functionalist-statist principles in his operation. By refusing to sell a large number of his goods and rendering them directly to his workers, and attempting to set up an autarkic system, he was a pioneer of the statist cartel firms that would so trouble governments in the early 14th century.;x
karl_kautsky;Yomeg Og Yezoz;x
karl_kautsky_desc;Yomeg Og Yezoz was a Takemogine longshoreman who worked in the dockywards in Seikaukz. Exposed to functionalist and statist critiques, he attempted to agitate both the government and his employers to do more for the working industrial classes. He would later join the parliament as the first electee of the Takemogi statist party.;x
friedrich_list;Makoun Sha-Gosod Sha-Man;x
friedrich_list-desc;Makoun Sha-Gosod Sha-Man, a scion of the illustrious Poumnian aristocratic house of Sha-Gosod Sha-Man, which would also produce the later, better known Vufo Sha-Gosod Sha-Man, agitated by what he described as 'demotic' and 'sickeningly plebian gashdzoun thinking' economic thought, especially statism, described an economic system where he believed that there were naturally aristocratic classes in every society and economic, and natural slave peoples, and there was no point in reforming the economy.;x
wilhelm_roscher;Droum Sha-Mushim;x
wilhelm_roscher_desc;Droum Sha-Mushim was an economist of the school of what would come to be called the 'organical school'. The organical school emphasised the historical and cultural development of economic systems, drawing on the work of Hwamp Puur.;
bruno_hildebrand;JÍbun Yannagath;x
bruno_hildebrand_desc;JÍbun Yannagath was an organicist economist from the Rannu Empire. He criticised the industrial developement in society and was a major interpreter of Tehuhrite law in context of modern economic developments.;x
karl_knies;Foda Nagjoni;x
karl_knies_desc;Foda Nagjoni was a numismatician, who complied a large catalogue of the history of coinage in Ishahfazh. His work incidentally contained a number of monetary theories, grounded in organicist thinking.;
gustav_von_schmoller;Shrumu Mruuwun;x
gustav_von_schmoller_desc;Shrumu Mruuwun was another major member of the organistic school. Long a professor in the Studium of Prousorum, his works on value largely gradually descended into apologetics for the Poumnian regime.;x
adolph_wagner;Druut Sha-Mang;
adolph_wagner_desc;Druut Sha-Mang was a major theorist of war economy, and public financing. He studied historical methods of loan raising by governments, and became an early theoretician of trust.;
william_cunningham;Nokodopau Vokuma;x
william_cunningham_desc;Nokodopau Vokuma was a Vokonazhi aristocrat and planter, who became an early agronomist, as well as a reactionary advocate, describing a paternalistic and pastoralist 'folk economy'.;x
the_historical_theory;The Organical Critique;x
the_historical_theory_desc;The Organical Critique;x
neoclassical_theory;Institutional Economics;
neoclassical_theory_desc;Institutional Economics;
keynesian_economics;Gosodian Economics;
keynesian_economics_desc;Gosodian Economics;
john_maynard_keynes;Vufo Sha-Gosod Sha-Man;x
john_maynard_keynes_desc;Vufo Sha-Gosod Sha-Man was a highly influential economist, who may be said to be the 'economist of empire'. Suggesting that large, self suficient economic blogs can run up colossal debts to finance imperial wars, he justified the arms race of the late 14th century by appeal to high government debt spending as a drive of demand and economic growth.;x
richard_kahn;Guabjim Fauzhkt;x
richard_kahn_desc;Guabjim Fauzhkt was the first finance minister of the N‚gine absolutist government. He advocated for large scale printing of money to finance the various nagine war efforts.;x
ludwig_von_mises;Buro Tugot-So;x
ludwig_von_mises_desc;Buro Tugot-So was a major member of the Athisoroon parliament's 'tarrif party'. He advocated repeatedly raising tarrifs, and borrowing and spending extensively, in accordance with the Gosodian school.;x
friedrich_hayek;Masogu Foma-So;
friedrich_hayek_desc;Masogu Foma-So was one of the few dissenting voices in the heydey of Godosian economics. By clining to a liberationist economy, grounded in organically acting small producers, and echewing debt, he was a relict of the organicist school.;
jean_jaures;Fimpo Sha-Pomp;;;;;;;;;;;;;x
jean_jaures_desc;Fimpo Sha-Pomp was one of the few poumnian adopters of operationalism. He was a major student of production efficency and economy of scale.;;;;;;;;;;;;;x
johann_heinrich_von_thunen;Dhom‚mak Maptazh;;;;;;;;;;;;;x
johann_heinrich_von_thunen_desc;The instituional school was one of the most developed economic schools of the 14th century. It was centered around the person and work of Dhom‚mak Maptazh, who argued that instituions, customs, and states shape markets, as well as market behaviour. His rationalistic method allowed for a great degree of study of many topics within an institutionalist paradigm.;;;;;;;;;;;;;x
leon_walras;Mazupt Pazhkash;;;;;;;;;;;;;x
leon_walras_desc;Mazupt Pazhkash was a major student of marginality. He came to this in fact in terms of studying 'losses' incurred in taxation, by the tax payer, in his studies of the effects of taxation on market behaviour.;;;;;;;;;;;;;x
eugen_von_bohm_bawerk;Boddamag Gidazh;;;;;;;;;;;;;x
eugen_von_bohm_bawerk_desc;Boddamag Gidazh was an important student of social behaviour and consumption. His studies bled into sociology. He was a professor at the studium of Nozho.;;;;;;;;;;;;;x
stanley_jevons;Wroushou Tzamutzi;;;;;;;;;;;;;x
stanley_jevons_desc;Wroushou Tzamutzi was one of the first complete student of markets: how they come into being, the different sorts of markets (e.g. thin vs thick) and how markets take on definite characters related to trust and regulation.;;;;;;;;;;;;;x
carl_menger;Kib Mroud;;;;;;;;;;;;;x
carl_menger_desc;Kib Mroud was a Poumnian exponent of the instituional school. He drew on the work of the precursors of the instituional school, especially his countryman Voun Sha-Pomid.;;;;;;;;;;;;;x
thorstein_veblen;Zadak Optazh;;;;;;;;;;;;;x
thorstein_veblen_desc;Zadak Optazh was an instituionalist student of household economics. He studied the reasons everyday persons make economic choices.;;;;;;;;;;;;;x
